SID,NAME,ISO_TIME,LAT,LON,USA_WIND,dist_km
2010018N07113,UNNAMED,2010-01-18 00:00:00,6.9,113.2,15,2106.5790430628854
2010018N07113,UNNAMED,2010-01-18 03:00:00,7.0,113.1,18,2101.0509304250436
2010018N07113,UNNAMED,2010-01-18 06:00:00,7.1,113.0,20,2095.6174865077946
2010018N07113,UNNAMED,2010-01-18 09:00:00,7.3,112.9,23,2080.247304867915
2010018N07113,UNNAMED,2010-01-18 12:00:00,7.5,112.7,25,2069.9239970661083
2010018N07113,UNNAMED,2010-01-18 15:00:00,7.5,112.2,25,2094.9460109462884
2010018N07113,UNNAMED,2010-01-18 18:00:00,7.5,111.7,25,2121.009836502168
2010018N07113,UNNAMED,2010-01-18 21:00:00,7.6,111.2,28,2138.4541135775467
2010018N07113,UNNAMED,2010-01-19 00:00:00,7.8,110.8,30,2141.8747951067917
2010018N07113,UNNAMED,2010-01-19 03:00:00,8.0,110.3,30,2152.269651184983
2010018N07113,UNNAMED,2010-01-19 06:00:00,8.2,109.9,30,2157.93011258633
2010018N07113,UNNAMED,2010-01-19 09:00:00,8.5,109.5,30,2155.5157793898616
2010018N07113,UNNAMED,2010-01-19 12:00:00,8.8,109.1,30,2154.3826092041377
2010018N07113,UNNAMED,2010-01-19 15:00:00,9.1,108.7,28,2154.5279262594054
2010018N07113,UNNAMED,2010-01-19 18:00:00,9.4,108.3,25,2155.9466826041676
2010018N07113,UNNAMED,2010-01-19 21:00:00,9.7,108.0,25,2151.495981010855
2010018N07113,UNNAMED,2010-01-20 00:00:00,10.1,107.6,25,2146.982462205984
2010018N07113,UNNAMED,2010-01-20 03:00:00,10.5,107.0,23,2159.21947698482
2010018N07113,UNNAMED,2010-01-20 06:00:00,10.9,106.2,20,2189.6687733134677
2010078N03153,OMAIS,2010-03-19 06:00:00,3.2,153.3,15,4111.8452400284295
2010078N03153,OMAIS,2010-03-19 09:00:00,2.9,152.8,15,4088.0968937096154
2010078N03153,OMAIS,2010-03-19 12:00:00,2.7,152.2,15,4049.46081865449
2010078N03153,OMAIS,2010-03-19 15:00:00,2.7,151.6,18,3997.4960113247757
2010078N03153,OMAIS,2010-03-19 18:00:00,2.9,151.0,20,3931.7767096696207
2010078N03153,OMAIS,2010-03-19 21:00:00,3.1,150.4,20,3866.1913429248298
2010078N03153,OMAIS,2010-03-20 00:00:00,3.3,149.9,20,3809.2706692980028
2010078N03153,OMAIS,2010-03-20 03:00:00,3.5,149.3,20,3743.9320662697714
2010078N03153,OMAIS,2010-03-20 06:00:00,3.8,148.7,20,3671.5451964453946
2010078N03153,OMAIS,2010-03-20 09:00:00,4.1,148.1,20,3599.2387090195193
2010078N03153,OMAIS,2010-03-20 12:00:00,4.3,147.6,20,3542.674307077051
2010078N03153,OMAIS,2010-03-20 15:00:00,4.4,147.1,23,3493.5054632688625
2010078N03153,OMAIS,2010-03-20 18:00:00,4.5,146.6,25,3444.5259857850024
2010078N03153,OMAIS,2010-03-20 21:00:00,4.6,146.2,25,3404.0017747680163
2010078N03153,OMAIS,2010-03-21 00:00:00,4.7,145.8,25,3363.5900931347423
2010078N03153,OMAIS,2010-03-21 03:00:00,4.8,145.5,23,3331.487062516275
2010078N03153,OMAIS,2010-03-21 06:00:00,5.0,145.2,20,3291.9375588267076
2010078N03153,OMAIS,2010-03-21 09:00:00,5.2,144.9,20,3252.4026008677047
2010078N03153,OMAIS,2010-03-21 12:00:00,5.5,144.6,20,3205.3835179187704
2010078N03153,OMAIS,2010-03-21 15:00:00,6.1,144.5,23,3152.527521320561
2010078N03153,OMAIS,2010-03-21 18:00:00,6.7,144.3,25,3091.874701454799
2010078N03153,OMAIS,2010-03-21 21:00:00,7.1,143.9,28,3029.3737702817593
2010078N03153,OMAIS,2010-03-22 00:00:00,7.4,143.5,30,2974.182159048957
2010078N03153,OMAIS,2010-03-22 03:00:00,7.7,143.1,30,2919.0141072287356
2010078N03153,OMAIS,2010-03-22 06:00:00,7.9,142.6,30,2862.871888747653
2010078N03153,OMAIS,2010-03-22 09:00:00,8.2,142.2,30,2807.7637903285563
2010078N03153,OMAIS,2010-03-22 12:00:00,8.4,141.7,30,2751.7806498026453
2010078N03153,OMAIS,2010-03-22 15:00:00,8.6,141.2,33,2695.9272333561908
2010078N03153,OMAIS,2010-03-22 18:00:00,8.9,140.6,35,2624.6021951000403
2010078N03153,OMAIS,2010-03-22 21:00:00,9.2,140.1,35,2561.528423095304
2010078N03153,OMAIS,2010-03-23 00:00:00,9.5,139.5,35,2490.4526484508146
2010078N03153,OMAIS,2010-03-23 03:00:00,9.7,139.1,35,2443.157602731689
2010078N03153,OMAIS,2010-03-23 06:00:00,10.0,138.6,35,2380.3424840069397
2010078N03153,OMAIS,2010-03-23 09:00:00,10.3,138.0,35,2309.6624435346253
2010078N03153,OMAIS,2010-03-23 12:00:00,10.5,137.4,35,2246.8903335623504
2010078N03153,OMAIS,2010-03-23 15:00:00,10.6,136.9,35,2200.0561938276987
2010078N03153,OMAIS,2010-03-23 18:00:00,10.8,136.4,35,2145.6878155850477
2010078N03153,OMAIS,2010-03-23 21:00:00,11.1,135.9,35,2083.598921421903
2010078N03153,OMAIS,2010-03-24 00:00:00,11.5,135.5,35,2021.3044063093773
2010078N03153,OMAIS,2010-03-24 03:00:00,12.0,135.0,38,1943.4978837474314
2010078N03153,OMAIS,2010-03-24 06:00:00,12.5,134.5,40,1865.7631307436366
2010078N03153,OMAIS,2010-03-24 09:00:00,12.9,133.9,40,1788.3859041591277
2010078N03153,OMAIS,2010-03-24 12:00:00,13.4,133.4,40,1710.7843922176953
2010078N03153,OMAIS,2010-03-24 15:00:00,13.7,133.0,45,1656.6820654005705
2010078N03153,OMAIS,2010-03-24 18:00:00,14.1,132.7,50,1602.2778119473305
2010078N03153,OMAIS,2010-03-24 21:00:00,14.5,132.4,50,1547.967153563763
2010078N03153,OMAIS,2010-03-25 00:00:00,14.8,132.2,50,1509.2176482074722
2010078N03153,OMAIS,2010-03-25 03:00:00,15.2,132.0,48,1462.8339173304953
2010078N03153,OMAIS,2010-03-25 06:00:00,15.5,131.9,45,1432.1149127179401
2010078N03153,OMAIS,2010-03-25 09:00:00,15.8,131.9,40,1409.5358042310988
2010078N03153,OMAIS,2010-03-25 12:00:00,16.2,131.9,35,1380.0988190416558
2010078N03153,OMAIS,2010-03-25 15:00:00,16.5,131.9,33,1358.5496149690962
2010078N03153,OMAIS,2010-03-25 18:00:00,16.8,131.9,30,1337.4778189134602
2010078N03153,OMAIS,2010-03-25 21:00:00,17.1,131.8,30,1308.4902387310876
2010078N03153,OMAIS,2010-03-26 00:00:00,17.4,131.7,30,1279.8237932260922
2010078N03153,OMAIS,2010-03-26 03:00:00,17.6,131.8,30,1275.1895279373177
2010078N03153,OMAIS,2010-03-26 06:00:00,17.8,131.9,30,1270.9873808265975
2010078N03153,OMAIS,2010-03-26 09:00:00,18.0,132.0, ,1267.2211234094416
2010078N03153,OMAIS,2010-03-26 12:00:00,18.2,132.2, ,1272.7986564637088
2010078N03153,OMAIS,2010-03-26 15:00:00,18.6,132.4, ,1267.6570502653308
2010078N03153,OMAIS,2010-03-26 18:00:00,18.7,132.6, ,1280.3802645436465
2010191N12138,CONSON,2010-07-10 06:00:00,11.8,137.6,15,2165.126061309618
2010191N12138,CONSON,2010-07-10 09:00:00,12.1,137.1,15,2102.2219338916957
2010191N12138,CONSON,2010-07-10 12:00:00,12.3,136.6,15,2046.7730332846215
2010191N12138,CONSON,2010-07-10 15:00:00,12.4,136.1,18,1998.9693640877551
2010191N12138,CONSON,2010-07-10 18:00:00,12.5,135.6,20,1951.516774287909
2010191N12138,CONSON,2010-07-10 21:00:00,12.6,135.1,20,1904.4398086684337
2010191N12138,CONSON,2010-07-11 00:00:00,12.8,134.7,20,1857.7594389437477
2010191N12138,CONSON,2010-07-11 03:00:00,13.0,134.3,23,1811.187313834673
2010191N12138,CONSON,2010-07-11 06:00:00,13.3,133.9,25,1756.912518995022
2010191N12138,CONSON,2010-07-11 09:00:00,13.6,133.4,28,1695.0177569870107
2010191N12138,CONSON,2010-07-11 12:00:00,13.8,132.8,30,1633.6326863362947
2010191N12138,CONSON,2010-07-11 15:00:00,14.0,132.3,35,1580.1948628935404
2010191N12138,CONSON,2010-07-11 18:00:00,14.1,131.8,40,1535.2707564551467
2010191N12138,CONSON,2010-07-11 21:00:00,14.2,131.1,45,1476.778946427481
2010191N12138,CONSON,2010-07-12 00:00:00,14.3,130.3,50,1413.047259408292
2010191N12138,CONSON,2010-07-12 03:00:00,14.2,129.8,53,1388.8017445485298
2010191N12138,CONSON,2010-07-12 06:00:00,14.2,129.2,55,1350.9036797089284
2010191N12138,CONSON,2010-07-12 09:00:00,14.2,128.5,58,1309.1249815256544
2010191N12138,CONSON,2010-07-12 12:00:00,14.3,127.7,60,1255.2226492989253
2010191N12138,CONSON,2010-07-12 15:00:00,14.3,127.1,65,1224.5398971877707
2010191N12138,CONSON,2010-07-12 18:00:00,14.3,126.5,70,1196.3798942743852
2010191N12138,CONSON,2010-07-12 21:00:00,14.3,125.7,73,1163.0724920270325
2010191N12138,CONSON,2010-07-13 00:00:00,14.3,124.9,75,1134.9981342000247
2010191N12138,CONSON,2010-07-13 03:00:00,14.3,124.2,70,1115.0388801973963
2010191N12138,CONSON,2010-07-13 06:00:00,14.3,123.5,65,1099.625873023253
2010191N12138,CONSON,2010-07-13 09:00:00,14.4,122.9,63,1079.1409194587518
2010191N12138,CONSON,2010-07-13 12:00:00,14.5,122.3,60,1062.1162515719777
2010191N12138,CONSON,2010-07-13 15:00:00,14.4,121.7,55,1070.952835130249
2010191N12138,CONSON,2010-07-13 18:00:00,14.4,121.1,50,1072.3833510558507
2010191N12138,CONSON,2010-07-13 21:00:00,14.5,120.3,53,1068.9709634969927
2010191N12138,CONSON,2010-07-14 00:00:00,14.8,119.7,55,1046.2088506629289
2010191N12138,CONSON,2010-07-14 03:00:00,15.1,119.0,53,1030.580202240576
2010191N12138,CONSON,2010-07-14 06:00:00,15.4,118.5,50,1014.0628248629628
2010191N12138,CONSON,2010-07-14 09:00:00,15.7,118.0,50,1001.0601373338742
2010191N12138,CONSON,2010-07-14 12:00:00,16.0,117.6,50,987.2019374822685
2010191N12138,CONSON,2010-07-14 15:00:00,16.2,116.9,53,1000.9347288765532
2010191N12138,CONSON,2010-07-14 18:00:00,16.2,116.2,55,1038.8749372664258
2010191N12138,CONSON,2010-07-14 21:00:00,16.3,115.6,55,1065.177032822319
2010191N12138,CONSON,2010-07-15 00:00:00,16.3,115.1,55,1096.7620745396896
2010191N12138,CONSON,2010-07-15 03:00:00,16.4,114.4,58,1135.0245570613108
2010191N12138,CONSON,2010-07-15 06:00:00,16.5,113.9,60,1162.075748926774
2010191N12138,CONSON,2010-07-15 09:00:00,16.6,113.4,63,1190.8521602945057
2010191N12138,CONSON,2010-07-15 12:00:00,16.7,112.9,65,1221.227308742191
2010191N12138,CONSON,2010-07-15 15:00:00,16.8,112.4,68,1253.080470058968
2010191N12138,CONSON,2010-07-15 18:00:00,16.8,111.9,70,1293.4209163462556
2010191N12138,CONSON,2010-07-15 21:00:00,16.9,111.4,73,1327.64183756917
2010191N12138,CONSON,2010-07-16 00:00:00,17.1,111.0,75,1347.859062791112
2010191N12138,CONSON,2010-07-16 03:00:00,17.3,110.6,78,1369.3155656510019
2010191N12138,CONSON,2010-07-16 06:00:00,17.6,110.2,80,1385.8643417773148
2010191N12138,CONSON,2010-07-16 09:00:00,17.9,109.9,75,1395.0419272477877
2010191N12138,CONSON,2010-07-16 12:00:00,18.1,109.5,70,1420.2108605914261
2010191N12138,CONSON,2010-07-16 15:00:00,18.3,109.1,65,1446.3742795334242
2010191N12138,CONSON,2010-07-16 18:00:00,18.5,108.6,60,1482.883065017345
2010191N12138,CONSON,2010-07-16 21:00:00,18.8,108.2,58,1506.2149409909573
2010191N12138,CONSON,2010-07-17 00:00:00,19.1,107.8,55,1530.8752622216277
2010191N12138,CONSON,2010-07-17 03:00:00,19.6,107.6,53,1529.117675631191
2010191N12138,CONSON,2010-07-17 06:00:00,20.0,107.3,50,1543.0320537438472
2010191N12138,CONSON,2010-07-17 09:00:00,20.3,107.0,48,1561.9379486553821
2010191N12138,CONSON,2010-07-17 12:00:00,20.6,106.7,45,1581.7874712845926
2010191N12138,CONSON,2010-07-17 15:00:00,20.8,106.3,38,1615.5319467912573
2010191N12138,CONSON,2010-07-17 18:00:00,21.0,106.0,30,1639.7505947432712
2010191N12138,CONSON,2010-07-17 21:00:00,21.1,105.6,28,1677.1527457989632
2010191N12138,CONSON,2010-07-18 00:00:00,21.2,105.2,25,1714.7313679754782
2010198N15123,CHANTHU,2010-07-17 00:00:00,15.3,123.3,15,986.388224390725
2010198N15123,CHANTHU,2010-07-17 03:00:00,15.4,123.2,18,973.6231378226489
2010198N15123,CHANTHU,2010-07-17 06:00:00,15.6,123.0,20,948.3202525492839
2010198N15123,CHANTHU,2010-07-17 09:00:00,15.5,122.9,20,957.8191860293654
2010198N15123,CHANTHU,2010-07-17 12:00:00,15.4,122.8,20,967.4639086426288
2010198N15123,CHANTHU,2010-07-17 15:00:00,15.3,122.6,20,976.1111439985425
2010198N15123,CHANTHU,2010-07-17 18:00:00,15.3,122.4,20,974.1656199255984
2010198N15123,CHANTHU,2010-07-17 21:00:00,15.2,122.3,23,984.4525085715226
2010198N15123,CHANTHU,2010-07-18 00:00:00,15.2,122.1,25,983.1903047312609
2010198N15123,CHANTHU,2010-07-18 03:00:00,15.2,121.7,25,981.9988985185169
2010198N15123,CHANTHU,2010-07-18 06:00:00,15.3,121.2,25,971.9068532723569
2010198N15123,CHANTHU,2010-07-18 09:00:00,15.2,120.7,25,986.8057766965414
2010198N15123,CHANTHU,2010-07-18 12:00:00,15.1,120.1,25,1005.9538764025057
2010198N15123,CHANTHU,2010-07-18 15:00:00,15.0,119.6,25,1026.4941576715087
2010198N15123,CHANTHU,2010-07-18 18:00:00,15.0,119.1,25,1038.6000412786698
2010198N15123,CHANTHU,2010-07-18 21:00:00,14.9,118.5,25,1066.9744129265562
2010198N15123,CHANTHU,2010-07-19 00:00:00,14.9,118.0,25,1084.2055440363292
2010198N15123,CHANTHU,2010-07-19 03:00:00,15.0,117.6,28,1089.286051955084
2010198N15123,CHANTHU,2010-07-19 06:00:00,15.2,117.2,30,1085.9167200042573
2010198N15123,CHANTHU,2010-07-19 09:00:00,15.4,116.8,33,1084.5671432763363
2010198N15123,CHANTHU,2010-07-19 12:00:00,15.7,116.5,35,1070.2991282110645
2010198N15123,CHANTHU,2010-07-19 15:00:00,16.1,116.4,35,1037.1719274970887
2010198N15123,CHANTHU,2010-07-19 18:00:00,16.5,116.3,35,1004.9987997232911
2010198N15123,CHANTHU,2010-07-19 21:00:00,16.9,116.1,35,979.9513176780849
2010198N15123,CHANTHU,2010-07-20 00:00:00,17.3,115.8,35,963.2125363955985
2010198N15123,CHANTHU,2010-07-20 03:00:00,17.6,115.5,35,957.5944133621973
2010198N15123,CHANTHU,2010-07-20 06:00:00,17.8,115.1,35,969.3988498606186
2010198N15123,CHANTHU,2010-07-20 09:00:00,18.0,114.7,40,983.2449399460702
2010198N15123,CHANTHU,2010-07-20 12:00:00,18.2,114.4,45,991.1787916990855
2010198N15123,CHANTHU,2010-07-20 15:00:00,18.2,114.0,48,1022.8924826608841
2010198N15123,CHANTHU,2010-07-20 18:00:00,18.1,113.6,50,1062.3556123829703
2010198N15123,CHANTHU,2010-07-20 21:00:00,18.2,113.4,53,1071.7087286261462
2010198N15123,CHANTHU,2010-07-21 00:00:00,18.3,113.2,55,1081.4708602351714
2010198N15123,CHANTHU,2010-07-21 03:00:00,18.5,113.0,55,1085.0545913310325
2010198N15123,CHANTHU,2010-07-21 06:00:00,18.8,112.9,55,1074.4574074513334
2010198N15123,CHANTHU,2010-07-21 09:00:00,19.0,112.7,58,1079.7090464221624
2010198N15123,CHANTHU,2010-07-21 12:00:00,19.3,112.5,60,1080.005161773477
2010198N15123,CHANTHU,2010-07-21 15:00:00,19.5,112.2,65,1096.1938528156797
2010198N15123,CHANTHU,2010-07-21 18:00:00,19.9,112.0,70,1093.9647844531005
2010198N15123,CHANTHU,2010-07-21 21:00:00,20.2,111.7,75,1107.8934870660137
2010198N15123,CHANTHU,2010-07-22 00:00:00,20.6,111.4,80,1119.1853703921288
2010198N15123,CHANTHU,2010-07-22 03:00:00,21.0,111.0,75,1142.5801535084006
2010198N15123,CHANTHU,2010-07-22 06:00:00,21.4,110.5,70,1178.3352253534133
2010198N15123,CHANTHU,2010-07-22 09:00:00,21.6,110.2,63,1202.1325455757665
2010198N15123,CHANTHU,2010-07-22 12:00:00,21.8,109.8,55,1236.5738352061405
2010198N15123,CHANTHU,2010-07-22 15:00:00,22.1,109.4,50,1269.2915143115029
2010198N15123,CHANTHU,2010-07-22 18:00:00,22.5,109.0,45,1301.1649013210456
2010198N15123,CHANTHU,2010-07-22 21:00:00,22.8,108.5,40,1346.4808621469222
2010198N15123,CHANTHU,2010-07-23 00:00:00,23.1,108.0,35,1392.7498707102752
2010198N15123,CHANTHU,2010-07-23 03:00:00,23.4,107.5,30,1439.864410568296
2010198N15123,CHANTHU,2010-07-23 06:00:00,23.6,107.0,25,1488.6191606317511
2010198N15123,CHANTHU,2010-07-23 09:00:00,23.7,106.6,23,1528.3352742080997
2010198N15123,CHANTHU,2010-07-23 12:00:00,23.7,106.2,20,1568.9392915227518
2010200N26127,UNNAMED,2010-07-18 12:00:00,25.7,126.5, ,524.9096487286231
2010200N26127,UNNAMED,2010-07-18 15:00:00,25.7,126.3, ,506.0895447678688
2010200N26127,UNNAMED,2010-07-18 18:00:00,25.8,126.1, ,491.5485362541091
2010200N26127,UNNAMED,2010-07-18 21:00:00,25.9,126.0, ,486.8008556542782
2010200N26127,UNNAMED,2010-07-19 00:00:00,26.1,125.9, ,487.47658949501226
2010200N26127,UNNAMED,2010-07-19 03:00:00,26.3,125.9, ,498.0474129718574
2010200N26127,UNNAMED,2010-07-19 06:00:00,26.5,125.8, ,500.9299975675556
2010200N26127,UNNAMED,2010-07-19 09:00:00,26.7,125.6, ,496.9114055884307
2010200N26127,UNNAMED,2010-07-19 12:00:00,27.0,125.4, ,501.8523667548779
2010200N26127,UNNAMED,2010-07-19 15:00:00,27.3,125.2, ,509.8007017971896
2010200N26127,UNNAMED,2010-07-19 18:00:00,27.7,124.9, ,522.7332471955788
2010200N26127,UNNAMED,2010-07-19 21:00:00,28.2,124.7, ,555.5292953955809
2010200N26127,UNNAMED,2010-07-20 00:00:00,28.9,124.5, ,611.9606641997125
2010200N26127,UNNAMED,2010-07-20 03:00:00,29.8,124.2, ,690.0665151785684
2010200N26127,UNNAMED,2010-07-20 06:00:00,30.9,123.9, ,795.8072442874948
2010218N20127,DIANMU,2010-08-06 00:00:00,19.7,126.6,15,703.2140957211589
2010218N20127,DIANMU,2010-08-06 03:00:00,19.8,126.2,15,665.7277027470591
2010218N20127,DIANMU,2010-08-06 06:00:00,19.8,125.8,15,637.2133361494258
2010218N20127,DIANMU,2010-08-06 09:00:00,19.8,125.4,18,610.1558288113289
2010218N20127,DIANMU,2010-08-06 12:00:00,19.9,125.0,20,575.7787080279127
2010218N20127,DIANMU,2010-08-06 15:00:00,20.0,124.6,20,542.6211678338434
2010218N20127,DIANMU,2010-08-06 18:00:00,20.1,124.4,20,521.878426743741
2010218N20127,DIANMU,2010-08-06 21:00:00,20.3,124.3,20,497.53267737393907
2010218N20127,DIANMU,2010-08-07 00:00:00,20.6,124.3,20,469.91140418739855
2010218N20127,DIANMU,2010-08-07 03:00:00,20.8,124.3,20,451.9266767462694
2010218N20127,DIANMU,2010-08-07 06:00:00,21.0,124.3,20,434.33542630692085
2010218N20127,DIANMU,2010-08-07 09:00:00,21.1,124.3,20,425.70264126151363
2010218N20127,DIANMU,2010-08-07 12:00:00,21.3,124.4,20,415.7345853150591
2010218N20127,DIANMU,2010-08-07 15:00:00,21.4,124.4,20,407.61265280671194
2010218N20127,DIANMU,2010-08-07 18:00:00,21.7,124.5,20,391.7690990780099
2010218N20127,DIANMU,2010-08-07 21:00:00,21.9,124.6,23,385.2778828908207
2010218N20127,DIANMU,2010-08-08 00:00:00,22.3,124.7,25,367.93350337142857
2010218N20127,DIANMU,2010-08-08 03:00:00,22.6,124.9,25,369.64532456538643
2010218N20127,DIANMU,2010-08-08 06:00:00,22.9,125.0,25,365.7692555083555
2010218N20127,DIANMU,2010-08-08 09:00:00,23.2,125.0,28,355.3064247934575
2010218N20127,DIANMU,2010-08-08 12:00:00,23.6,125.1,30,355.9695954483988
2010218N20127,DIANMU,2010-08-08 15:00:00,23.9,125.1,33,352.62095671272664
2010218N20127,DIANMU,2010-08-08 18:00:00,24.3,125.3,35,373.25810573929465
2010218N20127,DIANMU,2010-08-08 21:00:00,24.9,125.5,35,403.16214929269944
2010218N20127,DIANMU,2010-08-09 00:00:00,25.6,125.6,35,436.7501722896215
2010218N20127,DIANMU,2010-08-09 03:00:00,26.4,125.6,38,478.16138975849896
2010218N20127,DIANMU,2010-08-09 06:00:00,27.2,125.6,40,531.3483983917864
2010218N20127,DIANMU,2010-08-09 09:00:00,27.9,125.5,43,578.319453005327
2010218N20127,DIANMU,2010-08-09 12:00:00,28.7,125.3,45,634.7402579037075
2010218N20127,DIANMU,2010-08-09 15:00:00,29.2,125.2,45,675.2511001132672
2010218N20127,DIANMU,2010-08-09 18:00:00,29.8,125.2,45,732.397744206509
2010218N20127,DIANMU,2010-08-09 21:00:00,30.4,125.1,48,786.6868400050604
2010218N20127,DIANMU,2010-08-10 00:00:00,31.0,125.1,50,846.8433866477491
2010218N20127,DIANMU,2010-08-10 03:00:00,31.6,125.1,50,907.9121344454314
2010218N20127,DIANMU,2010-08-10 06:00:00,32.1,125.3,50,966.4847201147114
2010218N20127,DIANMU,2010-08-10 09:00:00,32.6,125.4,53,1021.4653020689788
2010218N20127,DIANMU,2010-08-10 12:00:00,33.1,125.8,55,1087.1412463496517
2010218N20127,DIANMU,2010-08-10 15:00:00,33.6,126.2,50,1152.9269047038463
2010218N20127,DIANMU,2010-08-10 18:00:00,34.0,126.7,45,1212.577731748322
2010218N20127,DIANMU,2010-08-10 21:00:00,34.4,127.3,45,1276.7960941956633
2010218N20127,DIANMU,2010-08-11 00:00:00,34.9,128.2,45,1364.7000563879897
2010218N20127,DIANMU,2010-08-11 03:00:00,35.4,129.0,45,1449.4400288062516
2010218N20127,DIANMU,2010-08-11 06:00:00,35.8,130.0,45,1535.596585790187
2010218N20127,DIANMU,2010-08-11 09:00:00,36.2,130.8,43,1613.1213528694534
2010218N20127,DIANMU,2010-08-11 12:00:00,36.5,131.8,40,1693.3873252114688
2010218N20127,DIANMU,2010-08-11 15:00:00,36.9,132.8,35,1783.9415114195792
2010218N20127,DIANMU,2010-08-11 18:00:00,37.3,133.8,30,1875.4855499176754
2010218N20127,DIANMU,2010-08-11 21:00:00,37.7,134.9,30,1973.8396182747738
2010218N20127,DIANMU,2010-08-12 00:00:00,38.2,136.1,30,2087.1183428674467
2010218N20127,DIANMU,2010-08-12 03:00:00,38.7,137.4,30,2207.2188185996397
2010218N20127,DIANMU,2010-08-12 06:00:00,39.2,139.0,30,2347.318930406126
2010218N20127,DIANMU,2010-08-12 08:00:00,39.4,140.1,30,2434.1583320529003
2010218N20127,DIANMU,2010-08-12 09:00:00,39.5,140.7,30,2481.334660738305
2010218N20127,DIANMU,2010-08-12 12:00:00,39.7,142.7,30,2632.0691950922846
2010218N20127,DIANMU,2010-08-12 15:00:00,40.2,144.6, ,2797.3632006863545
2010218N20127,DIANMU,2010-08-12 18:00:00,41.0,146.3, ,2966.204098159141
2010218N20127,DIANMU,2010-08-12 21:00:00,42.1,148.5, ,3186.158004691155
2010218N20127,DIANMU,2010-08-13 00:00:00,43.4,151.2, ,3449.2886783678177
2010233N17119,MINDULLE,2010-08-20 18:00:00,17.1,118.6,15,832.7543665993735
2010233N17119,MINDULLE,2010-08-20 21:00:00,16.9,118.3,15,865.4815480770355
2010233N17119,MINDULLE,2010-08-21 00:00:00,16.7,118.0,15,898.6805587547346
2010233N17119,MINDULLE,2010-08-21 03:00:00,16.4,117.8,18,937.8710094771116
2010233N17119,MINDULLE,2010-08-21 06:00:00,16.1,117.5,20,981.638664258047
2010233N17119,MINDULLE,2010-08-21 09:00:00,16.1,117.2,20,995.7805814985275
2010233N17119,MINDULLE,2010-08-21 12:00:00,16.1,116.8,20,1015.8304540083683
2010233N17119,MINDULLE,2010-08-21 15:00:00,16.1,116.5,20,1031.7197784981772
2010233N17119,MINDULLE,2010-08-21 18:00:00,16.1,116.1,20,1053.9785552642759
2010233N17119,MINDULLE,2010-08-21 21:00:00,16.1,115.6,23,1083.4193166744706
2010233N17119,MINDULLE,2010-08-22 00:00:00,16.1,115.1,25,1114.5235180935977
2010233N17119,MINDULLE,2010-08-22 03:00:00,16.1,114.7,28,1140.5131652781927
2010233N17119,MINDULLE,2010-08-22 06:00:00,16.1,114.2,30,1174.2757274090998
2010233N17119,MINDULLE,2010-08-22 09:00:00,16.0,113.8,30,1210.5729191542418
2010233N17119,MINDULLE,2010-08-22 12:00:00,16.0,113.4,30,1239.1303126610949
2010233N17119,MINDULLE,2010-08-22 15:00:00,15.9,112.8,30,1291.2722385844409
2010233N17119,MINDULLE,2010-08-22 18:00:00,15.9,112.2,30,1336.6921744575823
2010233N17119,MINDULLE,2010-08-22 21:00:00,16.0,111.8,33,1360.1749962909312
2010233N17119,MINDULLE,2010-08-23 00:00:00,16.1,111.3,35,1392.6233166153104
2010233N17119,MINDULLE,2010-08-23 03:00:00,16.2,110.7,43,1434.5477131710707
2010233N17119,MINDULLE,2010-08-23 06:00:00,16.3,110.1,50,1477.9533661569676
2010233N17119,MINDULLE,2010-08-23 09:00:00,16.5,109.6,53,1507.5563329344996
2010233N17119,MINDULLE,2010-08-23 12:00:00,16.7,109.1,55,1538.5661216271537
2010233N17119,MINDULLE,2010-08-23 15:00:00,17.0,108.7,58,1555.9546715919803
2010233N17119,MINDULLE,2010-08-23 18:00:00,17.4,108.3,60,1569.1841265191422
2010233N17119,MINDULLE,2010-08-23 21:00:00,17.8,107.8,63,1593.7731281774961
2010233N17119,MINDULLE,2010-08-24 00:00:00,18.1,107.3,65,1625.5276104256075
2010233N17119,MINDULLE,2010-08-24 03:00:00,18.4,106.7,63,1668.3579268537783
2010233N17119,MINDULLE,2010-08-24 06:00:00,18.6,106.3,60,1697.8068118494327
2010233N17119,MINDULLE,2010-08-24 09:00:00,18.8,105.9,53,1727.9234908450642
2010233N17119,MINDULLE,2010-08-24 12:00:00,19.0,105.5,45,1758.6686348047224
2010233N17119,MINDULLE,2010-08-24 15:00:00,19.1,105.1,38,1793.9096564512731
2010233N17119,MINDULLE,2010-08-24 18:00:00,19.2,104.7,30,1829.415827726447
2010233N17119,MINDULLE,2010-08-24 21:00:00,19.3,104.4,23,1855.2773017504257
2010233N17119,MINDULLE,2010-08-25 00:00:00,19.4,104.1,15,1881.315471487068
2010239N15118,LIONROCK,2010-08-26 18:00:00,14.5,118.3,15,1115.8725107042437
2010239N15118,LIONROCK,2010-08-26 21:00:00,14.6,118.2,18,1108.6409603021432
2010239N15118,LIONROCK,2010-08-27 00:00:00,14.8,118.1,20,1091.0681103372633
2010239N15118,LIONROCK,2010-08-27 03:00:00,15.0,118.0,23,1073.761893363556
2010239N15118,LIONROCK,2010-08-27 06:00:00,15.3,118.0,25,1042.5140152980446
2010239N15118,LIONROCK,2010-08-27 09:00:00,15.6,118.0,25,1011.3997260488063
2010239N15118,LIONROCK,2010-08-27 12:00:00,15.8,117.9,25,994.7814499207402
